ZIPCODE,SIDO,GUGUN,DONG,BUNJI,SEQ
252-844,강원,인제군,기린면 진동리,,19779
252-845,강원,인제군,기린면 현1리,,19780
252-940,강원,인제군,기린면 현2리,,19781
252-941,강원,인제군,기린면 현3리,,19782
252-942,강원,인제군,기린면 현4리,,19783
252-700,강원,인제군,기린면 현5리 현리군인아파트,(1∼18동),19784
252-846,강원,인제군,기린면 현5리,,19785
252-847,강원,인제군,기린면 현6리,,19786
252-849,강원,인제군,기린면 현2리 사서함,116,19787
252-849,강원,인제군,기린면 현4리 사서함,116,19788
252-849,강원,인제군,기린면 현5리 사서함,116,19789
252-845,강원,인제군,기린면 현리,,19790
252-840,강원,인제군,기린면,,19791
252-811,강원,인제군,남면 갑둔리,,19792
252-812,강원,인제군,남면 관대리,,19793
252-813,강원,인제군,남면 남전리,,19794
252-813,강원,인제군,남면 부평리,,19795
252-812,강원,인제군,남면 상하수내리,,19796
252-814,강원,인제군,남면 수산리,,19797
252-819,강원,인제군,남면 신남리 사서함,1,19798
250-819,강원,인제군,남면 신남리 사서함,81,19799
252-815,강원,인제군,남면 신남리,,19800
252-812,강원,인제군,남면 신월리,,19801
250-819,강원,인제군,남면 신풍리 사서함,81,19802
252-816,강원,인제군,남면 신풍리,,19803
250-819,강원,인제군,남면 어론리 사서함,81,19804
252-814,강원,인제군,남면 어론리,,19805
252-811,강원,인제군,남면 정자리,,19806
252-810,강원,인제군,남면,,19807
252-829,강원,인제군,북면 용대리 사서함,100-(14∼48),19808
252-821,강원,인제군,북면 용대리,,19809
252-822,강원,인제군,북면 원통1리,,19810
252-823,강원,인제군,북면 원통2리,,19811
252-823,강원,인제군,북면 원통3리,,19812
252-824,강원,인제군,북면 원통4리,,19813
252-923,강원,인제군,북면 원통5리,,19814
252-924,강원,인제군,북면 원통6리,,19815
252-825,강원,인제군,북면 원통7리,,19816
252-921,강원,인제군,북면 원통8리,,19817
252-829,강원,인제군,북면 원통리 사서함,100-(1∼212),19818
252-822,강원,인제군,북면 원통리,,19819
252-829,강원,인제군,북면 월학리 사서함,100-(9∼46),19820
252-826,강원,인제군,북면 월학리,,19821
252-829,강원,인제군,북면 한계리 사서함,100,19822
252-827,강원,인제군,북면 한계리,,19823
252-820,강원,인제군,북면,,19824
252-851,강원,인제군,상남면 미산리,,19825
252-849,강원,인제군,상남면 상남리 사서함,116,19826
252-852,강원,인제군,상남면 상남리,,19827
252-853,강원,인제군,상남면 하남1리,,19828
252-849,강원,인제군,상남면 하남1리 사서함,116,19829
252-854,강원,인제군,상남면 하남2리,,19830
252-849,강원,인제군,상남면 하남2리 사서함,116,19831
252-854,강원,인제군,상남면 하남3리,,19832
252-853,강원,인제군,상남면 하남리,,19833
252-850,강원,인제군,상남면,,19834
252-829,강원,인제군,서화면 서화리 사서함,100-(4∼47),19835
252-831,강원,인제군,서화면 서화리,,19836
252-829,강원,인제군,서화면 서흥리 사서함,100-(11∼34),19837
252-832,강원,인제군,서화면 서흥리,,19838
252-829,강원,인제군,서화면 천도리 사서함,100-(15∼29),19839
252-833,강원,인제군,서화면 천도리,,19840
252-830,강원,인제군,서화면,,19841
233-811,강원,정선군,고한읍 고한1리,,19842
233-816,강원,정선군,고한읍 고한2리,,19843
233-816,강원,정선군,고한읍 고한3리,,19844
233-811,강원,정선군,고한읍 고한4리,,19845
233-816,강원,정선군,고한읍 고한5리,,19846
233-811,강원,정선군,고한읍 고한6리,,19847
233-817,강원,정선군,고한읍 고한7리,,19848
233-817,강원,정선군,고한읍 고한8리,,19849
233-817,강원,정선군,고한읍 고한9리,,19850
233-815,강원,정선군,고한읍 고한10리,,19851
233-815,강원,정선군,고한읍 고한11리,,19852
233-812,강원,정선군,고한읍 고한12리,,19853
233-812,강원,정선군,고한읍 고한13리,,19854
233-812,강원,정선군,고한읍 고한14리,,19855
233-815,강원,정선군,고한읍 고한15리,,19856
233-813,강원,정선군,고한읍 고한16리,,19857
233-813,강원,정선군,고한읍 고한17리,,19858
233-813,강원,정선군,고한읍 고한18리,,19859
233-814,강원,정선군,고한읍 고한19리,,19860
233-811,강원,정선군,고한읍 고한리,,19861
233-810,강원,정선군,고한읍,,19862
233-904,강원,정선군,사북읍 사북1리,,19863
233-703,강원,정선군,사북읍 사북2리 선명소라파크아파트,(1∼6동),19864
233-703,강원,정선군,사북읍 사북2리 선명스카이빌아파트,,19865
233-703,강원,정선군,사북읍 사북2리 선명아파트,(1∼5동),19866
233-906,강원,정선군,사북읍 사북2리,,19867
233-909,강원,정선군,사북읍 사북3리,,19868
233-903,강원,정선군,사북읍 사북4리,,19869
233-902,강원,정선군,사북읍 사북5리,,19870
233-903,강원,정선군,사북읍 사북6리,,19871
233-904,강원,정선군,사북읍 사북7리,,19872
233-903,강원,정선군,사북읍 사북8리,,19873
233-903,강원,정선군,사북읍 사북9리,,19874
233-907,강원,정선군,사북읍 사북10리,,19875
233-908,강원,정선군,사북읍 사북11리,,19876
233-904,강원,정선군,사북읍 사북12리,,19877
233-901,강원,정선군,사북읍 사북리,,19878
233-905,강원,정선군,사북읍 직전리,,19879
233-900,강원,정선군,사북읍,,19880
233-822,강원,정선군,신동읍 가사리,,19881
233-821,강원,정선군,신동읍 고성리,,19882
233-821,강원,정선군,신동읍 덕천리,,19883
233-827,강원,정선군,신동읍 방제1리,,19884
233-825,강원,정선군,신동읍 방제2리,,19885
233-823,강원,정선군,신동읍 방제리,,19886
233-822,강원,정선군,신동읍 예미리,,19887
233-821,강원,정선군,신동읍 운치리,,19888
233-825,강원,정선군,신동읍 조동1리,,19889
233-825,강원,정선군,신동읍 조동2리,,19890
233-826,강원,정선군,신동읍 조동3리,,19891
233-826,강원,정선군,신동읍 조동4리,,19892
233-825,강원,정선군,신동읍 조동5리,,19893
233-826,강원,정선군,신동읍 조동6리,,19894
233-825,강원,정선군,신동읍 조동7리,,19895
233-825,강원,정선군,신동읍 조동8리,,19896
233-826,강원,정선군,신동읍 조동9리,,19897
233-827,강원,정선군,신동읍 조동리,,19898
233-828,강원,정선군,신동읍 천포리,,19899
233-820,강원,정선군,신동읍,,19900
233-801,강원,정선군,정선읍 가수리,,19901
233-801,강원,정선군,정선읍 광하1리,,19902
233-802,강원,정선군,정선읍 광하2리,,19903
233-802,강원,정선군,정선읍 광하리,,19904
233-801,강원,정선군,정선읍 귤암리,,19905
233-809,강원,정선군,정선읍 덕송리,,19906
233-808,강원,정선군,정선읍 덕우리,,19907
233-804,강원,정선군,정선읍 봉양1리,,19908
233-804,강원,정선군,정선읍 봉양2리,,19909
233-804,강원,정선군,정선읍 봉양3리,,19910
233-805,강원,정선군,정선읍 봉양4리,,19911
233-806,강원,정선군,정선읍 봉양5리,,19912
233-805,강원,정선군,정선읍 봉양6리,,19913
233-805,강원,정선군,정선읍 봉양7리,,19914
233-806,강원,정선군,정선읍 봉양8리,,19915
233-806,강원,정선군,정선읍 봉양9리,,19916
233-804,강원,정선군,정선읍 봉양리,,19917
233-807,강원,정선군,정선읍 북실리,,19918
233-808,강원,정선군,정선읍 신월1리,,19919
233-803,강원,정선군,정선읍 신월2리,,19920
233-803,강원,정선군,정선읍 신월리,,19921
233-803,강원,정선군,정선읍 애산1리,,19922
233-806,강원,정선군,정선읍 애산2리,,19923
233-803,강원,정선군,정선읍 애산3리,,19924
233-803,강원,정선군,정선읍 애산4리,,19925
233-806,강원,정선군,정선읍 애산5리,,19926
233-808,강원,정선군,정선읍 애산리,,19927
233-803,강원,정선군,정선읍 여탄리,,19928
233-805,강원,정선군,정선읍 용탄1리,,19929
233-802,강원,정선군,정선읍 용탄2리,,19930
233-805,강원,정선군,정선읍 용탄3리,,19931
233-802,강원,정선군,정선읍 용탄리,,19932
233-701,강원,정선군,정선읍 정선군청,,19933
233-800,강원,정선군,정선읍 정선우체국,,19934
233-802,강원,정선군,정선읍 회동리,,19935
233-800,강원,정선군,정선읍,,19936
233-831,강원,정선군,남면 광덕리,,19937
233-831,강원,정선군,남면 낙동리,,19938
233-833,강원,정선군,남면 무릉1리,,19939
233-833,강원,정선군,남면 무릉2리,,19940
233-834,강원,정선군,남면 무릉3리,,19941
233-834,강원,정선군,남면 무릉4리,,19942
233-836,강원,정선군,남면 무릉5리,,19943
233-833,강원,정선군,남면 무릉리,,19944
233-832,강원,정선군,남면 문곡1리,,19945
233-834,강원,정선군,남면 문곡2리,,19946
233-833,강원,정선군,남면 문곡3리,,19947
233-835,강원,정선군,남면 문곡리,,19948
233-832,강원,정선군,남면 유평리,,19949
233-830,강원,정선군,남면,,19950
233-866,강원,정선군,동면 건천리,,19951
233-864,강원,정선군,동면 몰운1리,,19952
233-865,강원,정선군,동면 몰운2리,,19953
233-861,강원,정선군,동면 몰운리,,19954
233-862,강원,정선군,동면 백전리,,19955
233-861,강원,정선군,동면 북동리,,19956
233-863,강원,정선군,동면 석곡리,,19957
233-862,강원,정선군,동면 호촌리,,19958
233-861,강원,정선군,동면 화암리,,19959
233-860,강원,정선군,동면,,19960
233-841,강원,정선군,북면 고양리,,19961
233-842,강원,정선군,북면 구절리,,19962
233-843,강원,정선군,북면 남곡리,,19963
233-844,강원,정선군,북면 봉정리,,19964
233-845,강원,정선군,북면 여량1리,,19965
233-845,강원,정선군,북면 여량2리,,19966
233-845,강원,정선군,북면 여량3리,,19967
233-846,강원,정선군,북면 여량4리,,19968
233-845,강원,정선군,북면 여량5리,,19969
233-845,강원,정선군,북면 여량리,,19970
233-848,강원,정선군,북면 유천1리,,19971
233-847,강원,정선군,북면 유천2리,,19972
233-848,강원,정선군,북면 유천3리,,19973
233-841,강원,정선군,북면 유천리,,19974
233-840,강원,정선군,북면,,19975
233-851,강원,정선군,북평면 나전리,,19976
233-852,강원,정선군,북평면 남평리,,19977
233-852,강원,정선군,북평면 문곡리,,19978
233-851,강원,정선군,북평면 북평1리,,19979
233-853,강원,정선군,북평면 북평2리,,19980
233-853,강원,정선군,북평면 북평3리,,19981
233-851,강원,정선군,북평면 북평4리,,19982
233-853,강원,정선군,북평면 북평5리,,19983
233-853,강원,정선군,북평면 북평6리,,19984
233-851,강원,정선군,북평면 북평리,,19985
233-851,강원,정선군,북평면 숙암리,,19986
233-853,강원,정선군,북평면 장열리,,19987
233-850,강원,정선군,북평면,,19988
233-871,강원,정선군,임계면 가목리,,19989
233-873,강원,정선군,임계면 고양리,,19990
233-874,강원,정선군,임계면 골지리,,19991
233-875,강원,정선군,임계면 낙천리,,19992
233-874,강원,정선군,임계면 덕암리,,19993
233-871,강원,정선군,임계면 도전리,,19994
233-873,강원,정선군,임계면 반천리,,19995
233-875,강원,정선군,임계면 봉산1리,,19996
233-875,강원,정선군,임계면 봉산2리,,19997
233-878,강원,정선군,임계면 봉산3리,,19998
233-875,강원,정선군,임계면 봉산리,,19999
233-879,강원,정선군,임계면 송계1리,,20000
233-872,강원,정선군,임계면 송계2리,,20001
233-872,강원,정선군,임계면 송계3리,,20002
233-872,강원,정선군,임계면 송계4리,,20003
233-872,강원,정선군,임계면 송계5리,,20004
233-872,강원,정선군,임계면 송계6리,,20005
233-872,강원,정선군,임계면 송계7리,,20006
233-872,강원,정선군,임계면 송계8리,,20007
233-872,강원,정선군,임계면 송계리,,20008
233-874,강원,정선군,임계면 용산리,,20009
233-876,강원,정선군,임계면 임계1리,,20010
233-877,강원,정선군,임계면 임계2리,,20011
233-876,강원,정선군,임계면 임계3리,,20012
233-877,강원,정선군,임계면 임계4리,,20013
233-876,강원,정선군,임계면 임계리,,20014
233-871,강원,정선군,임계면 직원리,,20015
233-870,강원,정선군,임계면,,20016
269-801,강원,철원군,갈말읍 강포리,,20017
487-868,강원,철원군,갈말읍 강포리 사서함,103,20018
269-802,강원,철원군,갈말읍 군탄리,,20019
269-803,강원,철원군,갈말읍 내대리,,20020
487-868,강원,철원군,갈말읍 내대리 사서함,103,20021
269-803,강원,철원군,갈말읍 동막리,,20022
487-868,강원,철원군,갈말읍 동막리 사서함,103,20023
487-868,강원,철원군,갈말읍 문혜리 사서함,103,20024
487-839,강원,철원군,갈말읍 문혜리 사서함,105,20025
269-849,강원,철원군,갈말읍 문혜리 사서함,107,20026
269-804,강원,철원군,갈말읍 문혜리,,20027
487-839,강원,철원군,갈말읍 상사리 사서함,105,20028
269-803,강원,철원군,갈말읍 상사리,,20029
269-805,강원,철원군,갈말읍 신철원1리,,20030
269-805,강원,철원군,갈말읍 신철원2리,,20031
269-801,강원,철원군,갈말읍 신철원3리,,20032
269-801,강원,철원군,갈말읍 신철원4리,,20033
269-805,강원,철원군,갈말읍 신철원리,,20034
487-868,강원,철원군,동송읍 이평리 사서함,103,20035
269-807,강원,철원군,갈말읍 정연리,,20036
269-849,강원,철원군,갈말읍 지경리 사서함,107,20037
269-806,강원,철원군,갈말읍 지경리,,20038
269-802,강원,철원군,갈말읍 지포리,,20039
487-868,강원,철원군,갈말읍 지포리 사서함,103,20040
269-701,강원,철원군,갈말읍 철원군청,,20041
269-800,강원,철원군,갈말읍 철원우체국,,20042
269-806,강원,철원군,갈말읍 토성리,,20043
269-800,강원,철원군,갈말읍,,20044
269-831,강원,철원군,김화읍 도창리,,20045
269-832,강원,철원군,김화읍 생창리,,20046
269-861,강원,철원군,근북면 유곡리,,20047
269-833,강원,철원군,김화읍 청양리,,20048
269-849,강원,철원군,김화읍 청양리 사서함,107,20049
269-831,강원,철원군,김화읍 학사리,,20050
269-849,강원,철원군,김화읍 학사리 사서함,107,20051
269-830,강원,철원군,김화읍,,20052
269-702,강원,철원군,동송읍 개나리아파트,,20053
269-703,강원,철원군,동송읍 세륭아파트,,20054
269-704,강원,철원군,동송읍 유명아파트,,20055
269-813,강원,철원군,동송읍 대위리,,20056
487-839,강원,철원군,동송읍 상노2리 사서함,105,20057
269-812,강원,철원군,동송읍 상노리,,20058
487-839,강원,철원군,동송읍 양지리 사서함,105,20059
269-813,강원,철원군,동송읍 양지리,,20060
269-814,강원,철원군,동송읍 오덕1리,,20061
487-839,강원,철원군,동송읍 오덕2리 사서함,105,20062
269-814,강원,철원군,동송읍 오덕2리,,20063
269-814,강원,철원군,동송읍 오덕3리,,20064
269-814,강원,철원군,동송읍 오덕4리,,20065
269-812,강원,철원군,동송읍 오덕5리,,20066
269-812,강원,철원군,동송읍 오덕6리,,20067
269-812,강원,철원군,동송읍 오덕7리,,20068
269-815,강원,철원군,동송읍 오덕8리,,20069
269-814,강원,철원군,동송읍 오덕리,,20070
487-839,강원,철원군,동송읍 오지리 사서함,105,20071
269-816,강원,철원군,동송읍 오지리,,20072
269-813,강원,철원군,동송읍 이길리,,20073
269-911,강원,철원군,동송읍 이평1리,,20074
487-839,강원,철원군,동송읍 이평2리 사서함,105,20075
269-912,강원,철원군,동송읍 이평2리,,20076
269-914,강원,철원군,동송읍 이평3리,,20077
269-817,강원,철원군,동송읍 이평4리,,20078
269-817,강원,철원군,동송읍 이평5리,,20079
269-815,강원,철원군,동송읍 이평6리,,20080
487-839,강원,철원군,동송읍 이평7리 사서함,105,20081
269-912,강원,철원군,동송읍 이평7리,,20082
269-912,강원,철원군,동송읍 이평8리,,20083
269-818,강원,철원군,동송읍 이평9리,,20084
269-913,강원,철원군,동송읍 이평10리,,20085
269-818,강원,철원군,동송읍 이평11리,,20086
269-819,강원,철원군,동송읍 이평12리,,20087
269-819,강원,철원군,동송읍 이평13리,,20088
269-819,강원,철원군,동송읍 이평14리,,20089
269-816,강원,철원군,동송읍 이평리,,20090
269-811,강원,철원군,동송읍 장흥리,,20091
487-839,강원,철원군,동송읍 장흥리 사서함,105,20092
269-810,강원,철원군,동송읍,,20093
269-821,강원,철원군,철원읍 관전리,,20094
269-822,강원,철원군,철원읍 대마리,,20095
269-821,강원,철원군,철원읍 월하리,,20096
269-823,강원,철원군,철원읍 화지1리,,20097
269-823,강원,철원군,철원읍 화지2리,,20098
269-823,강원,철원군,철원읍 화지3리,,20099
269-823,강원,철원군,철원읍 화지4리,,20100
269-824,강원,철원군,철원읍 화지5리,,20101
269-824,강원,철원군,철원읍 화지6리,,20102
269-824,강원,철원군,철원읍 화지7리,,20103
269-824,강원,철원군,철원읍 화지8리,,20104
269-824,강원,철원군,철원읍 화지9리,,20105
269-824,강원,철원군,철원읍 화지10리,,20106
269-824,강원,철원군,철원읍 화지11리,,20107
269-821,강원,철원군,철원읍 화지리,,20108
269-820,강원,철원군,철원읍,,20109
209-839,강원,철원군,근남면 마현리 사서함,99,20110
269-851,강원,철원군,근남면 마현리,,20111
269-851,강원,철원군,근남면 사곡리,,20112
209-839,강원,철원군,근남면 육단리 사서함,99-(18),20113
269-852,강원,철원군,근남면 육단리,,20114
269-852,강원,철원군,근남면 잠곡리,,20115
269-850,강원,철원군,근남면,,20116
269-860,강원,철원군,근북면,,20117
269-705,강원,철원군,서면 삼성아파트,,20118
269-841,강원,철원군,서면 와수1리,,20119
269-845,강원,철원군,서면 와수2리,,20120
269-845,강원,철원군,서면 와수3리,,20121
269-843,강원,철원군,서면 와수4리,,20122
269-849,강원,철원군,서면 와수4리 사서함,107,20123
269-846,강원,철원군,서면 와수5리,,20124
269-842,강원,철원군,서면 와수6리,,20125
269-841,강원,철원군,서면 와수7리,,20126
269-841,강원,철원군,서면 와수리,,20127
269-843,강원,철원군,서면 자등1리,,20128
269-843,강원,철원군,서면 자등2리,,20129
269-849,강원,철원군,서면 자등2리 사서함,107,20130
269-844,강원,철원군,서면 자등3리,,20131
269-849,강원,철원군,서면 자등3리 사서함,107,20132
269-844,강원,철원군,서면 자등4리,,20133
269-849,강원,철원군,서면 자등4리 사서함,107,20134
269-844,강원,철원군,서면 자등5리,,20135
269-849,강원,철원군,서면 자등5리 사서함,107,20136
269-844,강원,철원군,서면 자등6리,,20137
269-849,강원,철원군,서면 자등6리 사서함,107,20138
269-843,강원,철원군,서면 자등리,,20139
269-840,강원,철원군,서면,,20140
232-803,강원,평창군,평창읍 계장리,,20141
232-802,강원,평창군,평창읍 고길리,,20142
232-802,강원,평창군,평창읍 노론리,,20143
232-801,강원,평창군,평창읍 뇌운리,,20144
232-801,강원,평창군,평창읍 다수리,,20145
232-804,강원,평창군,평창읍 대상리,,20146
232-804,강원,평창군,평창읍 대하리,,20147
232-804,강원,평창군,평창읍 도돈리,,20148
232-804,강원,평창군,평창읍 마지리,,20149
232-802,강원,평창군,평창읍 상리,,20150
232-805,강원,평창군,평창읍 약수리,,20151
232-803,강원,평창군,평창읍 여만리,,20152
232-803,강원,평창군,평창읍 용향리,,20153
232-801,강원,평창군,평창읍 원당리,,20154
232-805,강원,평창군,평창읍 유동리,,20155
232-804,강원,평창군,평창읍 응암리,,20156
232-802,강원,평창군,평창읍 이곡리,,20157
232-803,강원,평창군,평창읍 임하리,,20158
232-804,강원,평창군,평창읍 입탄리,,20159
232-802,강원,평창군,평창읍 조동리,,20160
232-805,강원,평창군,평창읍 조둔리,,20161
232-809,강원,평창군,평창읍 종부리,,20162
232-803,강원,평창군,평창읍 주진리,,20163
232-806,강원,평창군,평창읍 중리,,20164
232-802,강원,평창군,평창읍 지동리,,20165
232-805,강원,평창군,평창읍 천동리,,20166
232-806,강원,평창군,평창읍 천변리,,20167
232-800,강원,평창군,평창읍 평창우체국,,20168
232-808,강원,평창군,평창읍 하1리,,20169
232-804,강원,평창군,평창읍 하2리,,20170
232-808,강원,평창군,평창읍 하3리,,20171
232-807,강원,평창군,평창읍 하4리,,20172
232-807,강원,평창군,평창읍 하5리,,20173
232-807,강원,평창군,평창읍 하6리,,20174
232-700,강원,평창군,평창읍 하리 평창군청,,20175
232-801,강원,평창군,평창읍 하일리,,20176
232-807,강원,평창군,평창읍 하리,,20177
232-806,강원,평창군,평창읍 향동리,,20178
232-803,강원,평창군,평창읍 후평리,,20179
232-800,강원,평창군,평창읍,,20180
232-953,강원,평창군,대관령면 병내리,,20181
232-951,강원,평창군,대관령면 수하리,,20182
232-952,강원,평창군,대관령면 용산리,,20183
232-953,강원,평창군,대관령면 유천리,,20184
232-952,강원,평창군,대관령면 차항1리,,20185
232-956,강원,평창군,대관령면 차항2리,,20186
232-952,강원,평창군,대관령면 차항리,,20187
232-954,강원,평창군,대관령면 횡계1리,,20188
232-954,강원,평창군,대관령면 횡계2리,,20189
232-955,강원,평창군,대관령면 횡계3리,,20190
232-955,강원,평창군,대관령면 횡계4리,,20191
232-951,강원,평창군,대관령면 횡계5리,,20192
232-956,강원,평창군,대관령면 횡계6리,,20193
232-956,강원,평창군,대관령면 횡계7리,,20194
232-951,강원,평창군,대관령면 횡계8리,,20195
232-951,강원,평창군,대관령면 횡계9리,,20196
232-954,강원,평창군,대관령면 횡계10리,,20197
232-954,강원,평창군,대관령면 횡계11리,,20198
232-955,강원,평창군,대관령면 횡계12리,,20199
232-955,강원,평창군,대관령면 횡계13리,,20200
232-954,강원,평창군,대관령면 횡계리,,20201
232-950,강원,평창군,대관령면,,20202
232-911,강원,평창군,대화면 개수리,,20203
232-912,강원,평창군,대화면 대화1리,,20204
232-913,강원,평창군,대화면 대화2리,,20205
232-917,강원,평창군,대화면 대화3리,,20206
232-917,강원,평창군,대화면 대화4리,,20207
232-913,강원,평창군,대화면 대화5리,,20208
232-913,강원,평창군,대화면 대화6리,,20209
232-917,강원,평창군,대화면 대화7리,,20210
232-913,강원,평창군,대화면 대화8리,,20211
232-917,강원,평창군,대화면 대화9리,,20212
232-913,강원,평창군,대화면 대화10리,,20213
232-917,강원,평창군,대화면 대화11리,,20214
232-912,강원,평창군,대화면 대화리,,20215
232-914,강원,평창군,대화면 상안미리,,20216
232-916,강원,평창군,대화면 신리,,20217
232-915,강원,평창군,대화면 하안미1리,,20218
232-915,강원,평창군,대화면 하안미2리,,20219
232-913,강원,평창군,대화면 하안미3리,,20220
232-918,강원,평창군,대화면 하안미4리,,20221
232-918,강원,평창군,대화면 하안미5리,,20222
232-918,강원,평창군,대화면 하안미6리,,20223
232-915,강원,평창군,대화면 하안미리,,20224
232-910,강원,평창군,대화면,,20225
232-821,강원,평창군,미탄면 기화리,,20226
232-821,강원,평창군,미탄면 마하리,,20227
232-824,강원,평창군,미탄면 백운리,,20228
232-821,강원,평창군,미탄면 수청리,,20229
232-825,강원,평창군,미탄면 율치리,,20230
232-822,강원,평창군,미탄면 창리,,20231
232-824,강원,평창군,미탄면 평안리,,20232
232-821,강원,평창군,미탄면 한탄리,,20233
232-822,강원,평창군,미탄면 회동리,,20234
232-820,강원,평창군,미탄면,,20235
232-811,강원,평창군,방림면 계촌1리,,20236
232-812,강원,평창군,방림면 계촌2리,,20237
232-812,강원,평창군,방림면 계촌3리,,20238
232-812,강원,평창군,방림면 계촌4리,,20239
232-812,강원,평창군,방림면 계촌5리,,20240
232-813,강원,평창군,방림면 계촌6리,,20241
232-811,강원,평창군,방림면 계촌리,,20242
232-816,강원,평창군,방림면 방림1리,,20243
232-817,강원,평창군,방림면 방림2리,,20244
232-813,강원,평창군,방림면 방림3리,,20245
232-814,강원,평창군,방림면 방림4리,,20246
232-814,강원,평창군,방림면 방림5리,,20247
232-813,강원,평창군,방림면 방림리,,20248
232-815,강원,평창군,방림면 운교리,,20249
232-810,강원,평창군,방림면,,20250
232-921,강원,평창군,봉평면 덕거리,,20251
232-922,강원,평창군,봉평면 면온리,,20252
232-923,강원,평창군,봉평면 무이리,,20253
232-711,강원,평창군,봉평면 보광휘닉스파크,,20254
232-921,강원,평창군,봉평면 원길리,,20255
232-924,강원,평창군,봉평면 유포리,,20256
232-922,강원,평창군,봉평면 진조리,,20257
232-925,강원,평창군,봉평면 창동리,,20258
232-924,강원,평창군,봉평면 평촌리,,20259
232-923,강원,평창군,봉평면 흥정리,,20260
232-920,강원,평창군,봉평면,,20261
232-936,강원,평창군,용평면 노동리,,20262
232-932,강원,평창군,용평면 도사리,,20263
232-937,강원,평창군,용평면 백옥포리,,20264
232-931,강원,평창군,용평면 속사리,,20265
232-932,강원,평창군,용평면 용전리,,20266
232-935,강원,평창군,용평면 이목정리,,20267
232-933,강원,평창군,용평면 장평리,,20268
232-934,강원,평창군,용평면 재산리,,20269
232-930,강원,평창군,용평면,,20270
232-941,강원,평창군,진부면 간평리,,20271
232-942,강원,평창군,진부면 거문리,,20272
232-941,강원,평창군,진부면 동산리,,20273
232-943,강원,평창군,진부면 두일리,,20274
232-944,강원,평창군,진부면 마평리,,20275
232-945,강원,평창군,진부면 막동리,,20276
232-946,강원,평창군,진부면 봉산리,,20277
232-942,강원,평창군,진부면 상월오개리,,20278
232-947,강원,평창군,진부면 상진부리,,20279
232-947,강원,평창군,진부면 송정1리,,20280
232-946,강원,평창군,진부면 송정2리,,20281
232-947,강원,평창군,진부면 송정3리,,20282
232-947,강원,평창군,진부면 송정4리,,20283
232-947,강원,평창군,진부면 송정5리,,20284
232-946,강원,평창군,진부면 송정리,,20285
232-944,강원,평창군,진부면 수항리,,20286
232-946,강원,평창군,진부면 신기리,,20287
232-945,강원,평창군,진부면 장전리,,20288
232-943,강원,평창군,진부면 척천리,,20289
232-943,강원,평창군,진부면 탑동리,,20290
232-948,강원,평창군,진부면 하진부1리,,20291
232-942,강원,평창군,진부면 하진부2리,,20292
232-942,강원,평창군,진부면 하진부3리,,20293
232-948,강원,평창군,진부면 하진부4리,,20294
232-949,강원,평창군,진부면 하진부5리,,20295
232-949,강원,평창군,진부면 하진부6리,,20296
232-949,강원,평창군,진부면 하진부7리,,20297
232-949,강원,평창군,진부면 하진부8리,,20298
232-949,강원,평창군,진부면 하진부9리,,20299
232-948,강원,평창군,진부면 하진부리,,20300
232-947,강원,평창군,진부면 호명리,,20301
232-945,강원,평창군,진부면 화의리,,20302
232-940,강원,평창군,진부면,,20303
250-921,강원,홍천군,홍천읍 갈마곡1리,,20304
250-889,강원,홍천군,홍천읍 갈마곡1리 사서함,101,20305
250-922,강원,홍천군,홍천읍 갈마곡2리,,20306
250-923,강원,홍천군,홍천읍 갈마곡3리,,20307
250-701,강원,홍천군,홍천읍 갈마곡리 주공아파트,(101∼110동),20308
250-702,강원,홍천군,홍천읍 갈마곡리 주공아파트,(201∼206동),20309
250-801,강원,홍천군,홍천읍 갈마곡리,,20310
250-801,강원,홍천군,홍천읍 검율리,,20311
250-889,강원,홍천군,홍천읍 검율리 사서함,101,20312
250-889,강원,홍천군,홍천읍 결운리 사서함,101,20313
250-802,강원,홍천군,홍천읍 결운리,,20314
250-803,강원,홍천군,홍천읍 삼마치리,,20315
250-889,강원,홍천군,홍천읍 상오안리 사서함,101,20316
250-804,강원,홍천군,홍천읍 상오안리,,20317
250-805,강원,홍천군,홍천읍 신장대리,,20318
250-931,강원,홍천군,홍천읍 연봉1리,,20319
250-932,강원,홍천군,홍천읍 연봉2리,,20320
250-933,강원,홍천군,홍천읍 연봉3리,,20321
250-934,강원,홍천군,홍천읍 연봉4리,,20322
250-889,강원,홍천군,홍천읍 연봉4리 사서함,101,20323
250-935,강원,홍천군,홍천읍 연봉5리,,20324
250-936,강원,홍천군,홍천읍 연봉6리,,20325
250-807,강원,홍천군,홍천읍 연봉7리,,20326
250-807,강원,홍천군,홍천읍 연봉8리,,20327
250-930,강원,홍천군,홍천읍 연봉리,,20328
250-802,강원,홍천군,홍천읍 와동리,,20329
250-803,강원,홍천군,홍천읍 장전평리,,20330
250-808,강원,홍천군,홍천읍 진리,,20331
250-704,강원,홍천군,홍천읍 청솔아파트,,20332
250-802,강원,홍천군,홍천읍 태학리,,20333
250-889,강원,홍천군,홍천읍 하안오리 사서함,101,20334
250-804,강원,홍천군,홍천읍 하오안리,,20335
250-703,강원,홍천군,홍천읍 현대아파트,,20336
250-721,강원,홍천군,홍천읍 홍천군청,,20337
250-800,강원,홍천군,홍천읍 홍천우체국,,20338
250-901,강원,홍천군,홍천읍 희망1리,,20339
250-902,강원,홍천군,홍천읍 희망2리,,20340
